iter	Logloss
917	0.2988655465
918	0.2988031347
919	0.2987291322
920	0.2987041768
921	0.298611384
922	0.2985506595
923	0.2984404202
924	0.2983307245
925	0.298271591
926	0.2981901214
927	0.2981018948
928	0.2980696611
929	0.2979854085
930	0.2979270685
931	0.2978216874
932	0.2977733196
933	0.2977324778
934	0.2976204696
935	0.2975895462
936	0.2975020465
937	0.2973890922
938	0.2973392874
939	0.2972444502
940	0.2971845976
941	0.2971014517
942	0.2969754416
943	0.2968405859
944	0.296742227
945	0.2966748416
946	0.2965956944
947	0.2965169353
948	0.2964347616
949	0.2963678528
950	0.2962283927
951	0.2961649318
952	0.2960977066
953	0.2960488097
954	0.2959184711
955	0.2958625074
956	0.2957865407
957	0.2956574862
958	0.2956299068
959	0.2955553944
960	0.2955295472
961	0.2954812336
962	0.2954050615
963	0.2953349164
964	0.2952376923
965	0.2951717172
966	0.2950661761
967	0.294948712
968	0.2948405766
969	0.294808923
970	0.2947436405
971	0.2946964629
972	0.2946290147
973	0.2945179315
974	0.2944423144
975	0.2944310513
976	0.2944013648
977	0.2943048472
978	0.2941994051
979	0.2941278381
980	0.2940063366
981	0.2939119006
982	0.2937950102
983	0.2937162853
984	0.2936216291
985	0.2934964734
986	0.2934144463
987	0.2933685274
988	0.2933136212
989	0.2932672634
990	0.2931792165
991	0.2931075277
992	0.2930570093
993	0.292961098
994	0.2928543769
995	0.2927839619
996	0.2927307437
997	0.2926494195
998	0.2926007578
999	0.2925068288
